Mean,Median,STD,Max,Min,Mode,Skewness,Kurtosis,Mean Abs Val,Class
0.346654106,0.363440762,17.75171931,62.68911091,-78.01193751,-78.01193751,0.002379718,5.554496527,12.29267342,0
-0.086011634,0.014758578,10.63354801,41.93977131,-35.43478043,-35.43478043,-0.011642611,3.155986014,8.449246965,0
-0.02096736,0.061889849,10.26461483,31.37004607,-36.87510798,-36.87510798,-0.066456451,2.988705926,8.180540353,0
0.110785169,0.020916643,10.62224807,37.84672143,-34.97386586,-34.97386586,0.050350089,3.106437498,8.363430885,0
-0.258850274,-0.725863171,24.87061358,155.8216137,-114.5299134,-114.5299134,0.434213345,10.36170702,15.45914243,0
0.264615454,0.163656286,25.49345814,114.8674731,-140.2068259,-140.2068259,0.002542747,9.055370605,15.79764303,0
-0.06717803,0.196034284,12.30459801,63.98997761,-47.85344556,-47.85344556,0.40209361,5.107665052,9.303434391,0
0.148142998,-0.097036079,10.1647119,42.13390106,-28.26842044,-28.26842044,0.186797593,3.041454144,8.168535934,0
-0.137644264,-0.702200106,10.6068033,32.79842371,-31.17721879,-31.17721879,0.078279763,2.807014188,8.525129748,0
-1.309281521,-0.041961622,43.4244832,147.9675963,-195.8094859,-195.8094859,-0.663072427,6.216167179,29.04980308,0
-0.107648768,-0.019601172,13.27517644,61.49369893,-51.34724899,-51.34724899,0.08183235,5.075092599,9.577668023,0
0.040805148,0.261757045,10.74708777,36.9373363,-36.64538086,-36.64538086,-0.052335929,3.405334741,8.392199091,0
0.053640555,0.081551341,9.934339638,34.46642493,-31.64204777,-31.64204777,-0.019581919,2.822419267,7.974957687,0
0.029262001,-0.211658691,9.73842733,28.90194653,-30.92348937,-30.92348937,0.037116719,2.862935954,7.775242957,0
-0.084238388,-0.045235284,10.21369438,31.27976775,-33.61309821,-33.61309821,-0.0533065,2.87582028,8.156536556,0
0.007107165,0.308160787,10.85927611,34.94149392,-35.68426653,-35.68426653,-0.089504513,2.974562875,8.651659236,0
-0.062842703,0.135995132,10.43065949,57.26638773,-75.77619986,-75.77619986,-0.498535844,7.442490401,7.649402681,1
0.138544169,0.250260393,8.018232507,31.63081914,-33.66164575,-33.66164575,-0.047217563,3.44390059,6.284085736,1
-0.100919768,0.305896461,10.47821523,40.09899931,-50.68227981,-50.68227981,-0.426115701,4.711674803,7.938731182,1
-0.060476634,0.073973424,9.593129702,42.82865095,-44.18269271,-44.18269271,-0.049997461,3.582555925,7.540902411,1
0.128719247,-0.118098654,9.253534177,42.62910936,-31.98306213,-31.98306213,0.218906452,3.839536562,7.201057302,1
0.077882871,0.086469845,12.17500121,44.89304749,-43.7536404,-43.7536404,0.115484015,3.985459525,9.265136908,1
-0.056075502,1.01098229,22.16005627,121.9850022,-138.7581679,-138.7581679,-0.120031305,7.422631243,14.86855031,1
-0.008745505,0.295325619,9.432503838,46.08390488,-33.96931074,-33.96931074,0.214685033,4.889549893,7.031467117,1
0.161397421,0.380635521,24.71800656,136.5162181,-119.0885298,-119.0885298,0.617089083,11.12893091,14.84729386,1
-0.092861182,-0.036707885,8.59474866,54.32118618,-41.01021235,-41.01021235,0.188582249,6.076544572,6.526632675,1
-0.063543215,0.313928056,8.760261275,41.86778568,-39.57061763,-39.57061763,-0.250102843,5.38370368,6.541846426,1
0.010865402,0.44957605,15.51373751,75.62452071,-90.79381572,-90.79381572,-0.142061913,7.007331404,10.72696542,1
0.036255775,-0.095498792,9.694319231,38.04310929,-39.24537842,-39.24537842,-0.037168034,4.299169901,7.250583818,1
0.016591,-0.048748337,11.53946598,50.67077894,-55.23353675,-55.23353675,-0.116052397,4.720321125,8.687310297,1
-0.131779837,0.031472268,8.132519438,54.14571424,-32.06997922,-32.06997922,0.499940472,7.111028046,6.12276721,1
0.15051597,0.303966098,10.65935509,48.96535913,-33.17185562,-33.17185562,0.116341595,3.490550014,8.35799877,1
-0.010689043,-0.055342218,9.616671933,47.72694476,-54.38255179,-54.38255179,-0.00889663,5.63120142,7.170463464,1
0.085015937,-0.300610584,9.499704173,52.24159077,-37.56867366,-37.56867366,0.343972255,5.226015329,7.180259163,1
-0.006961003,0.174015469,8.373869016,29.21214835,-35.69645571,-35.69645571,-0.17115154,3.385182033,6.563803587,1
0.139568556,0.451177914,12.6670763,41.33100145,-85.54227493,-85.54227493,-0.725867369,6.682218005,9.11202496,1
-0.111414533,-0.014169428,10.78357338,52.17543414,-51.79031356,-51.79031356,-0.229473069,4.928375651,8.021573864,1
-0.036283206,0.440004473,10.10177214,41.9813665,-49.44924632,-49.44924632,-0.474461466,5.130473742,7.666947457,1
-0.003779694,0.116959028,11.28645776,59.14475433,-42.39559465,-42.39559465,0.073772129,4.224760392,8.663862343,1
0.006170205,-0.094122392,12.89037244,79.80933726,-39.8331632,-39.8331632,0.689351997,6.443836951,9.464364668,1
-0.072842902,-0.130351816,13.92944847,73.18455817,-95.20345987,-95.20345987,-0.081907305,6.476628868,10.17828083,1
0.100647602,-0.103503991,12.84169245,104.2293672,-107.1704888,-107.1704888,0.073831184,15.17758281,8.528044696,1
0.01778359,0.571809828,15.61233722,86.17754498,-53.6055226,-53.6055226,0.435301378,6.439598887,11.08788654,1
-0.0686032,0.128060773,11.84168361,62.35116361,-64.56963656,-64.56963656,-0.168672905,4.871500224,8.802204723,1
0.039873019,-0.095364155,7.279960909,24.15188385,-25.07923919,-25.07923919,0.036164116,3.086260319,5.76295919,1
0.047506317,0.376517029,15.24752692,59.08093204,-106.3618216,-106.3618216,-0.796157601,7.0495545,11.13901176,1
-0.034307214,-0.095638157,13.03429355,76.31717105,-68.99811345,-68.99811345,0.599178632,7.308573555,9.283887435,1
0.000980597,0.676560398,24.85141092,119.5983589,-218.8570439,-218.8570439,-1.084769013,17.06066832,14.77614614,1
0.02967717,-0.002030518,8.442473927,32.79633759,-35.2809713,-35.2809713,-0.04022846,3.691319028,6.59008456,1
0.032222196,0.106877933,8.241454969,27.45040942,-41.20205174,-41.20205174,-0.183407114,3.404762076,6.520894539,1
-0.110028522,0.061598307,8.95457674,38.72773865,-41.88285667,-41.88285667,-0.015527225,3.987711022,6.913683718,1
0.017390704,0.653510322,13.84566595,71.45881327,-121.9469687,-121.9469687,-0.604712361,8.267059922,9.925513346,1
0.009643178,-0.135249122,12.04931653,59.14263663,-60.74566481,-60.74566481,0.211205233,5.115595501,8.867589535,1
-0.085910383,-0.050448085,8.725485889,32.65794546,-34.60721438,-34.60721438,0.002078626,3.158873927,6.925471628,1
0.047121486,0.144469019,9.270722134,33.36255927,-34.94759726,-34.94759726,-0.105831352,3.19337634,7.315623099,1
0.085605757,0.046823452,9.613698536,40.71082895,-33.03524931,-33.03524931,0.003485645,3.330150198,7.575492564,1
-0.047468147,0.0247542,11.19887054,67.39029503,-74.52281224,-74.52281224,0.145746422,7.096055597,8.18036485,1
0.079484104,0.118895324,9.992548714,53.30316354,-38.11278502,-38.11278502,0.201265994,4.338561029,7.604385499,1
-0.003084825,0.202045264,8.874886312,35.41985316,-60.30912431,-60.30912431,-0.271733024,4.7931648,6.744538242,1
0.037910086,0.426598059,9.797664747,45.44183264,-42.86394329,-42.86394329,-0.206014802,5.365400849,7.264152396,1
0.012065032,0.444482507,8.669631827,25.44409266,-47.97983108,-47.97983108,-0.505169316,4.360532284,6.746604411,1
0.041315665,0.285653741,12.35732846,96.49798567,-63.90831521,-63.90831521,0.052072869,8.171975755,8.535344379,1
-0.004906139,0.393154371,12.73909216,55.61125298,-89.7780531,-89.7780531,-0.543276341,6.441882878,9.227689988,1
-0.071183577,0.016660303,8.439571632,29.81188328,-38.32939276,-38.32939276,-0.126669806,3.228949745,6.679062019,1
0.032123622,0.321481962,9.07595348,37.69932567,-71.7260072,-71.7260072,-0.524093219,5.543293313,6.943115928,1
-0.125424619,-0.100524524,8.188546033,41.64281219,-38.79438971,-38.79438971,-0.01374444,4.228848533,6.340580432,1
0.514852688,-0.106865954,16.91720887,102.2124528,-59.75468489,-59.75468489,0.623609502,6.945477619,11.87448577,1
-0.450096002,0.863729029,27.96191044,116.2818913,-165.9199916,-165.9199916,-1.220690986,9.725554987,17.95742114,1
0.547313102,0.348178808,19.19716971,70.26200364,-78.57449997,-78.57449997,0.085558153,3.574097942,14.76829203,1
-0.537576655,0.927167987,13.04484326,54.65284499,-59.91149464,-59.91149464,-0.64357742,4.993210983,9.776157671,1
-0.047936565,0.274028619,9.014440949,34.39243108,-73.88174044,-73.88174044,-0.333293352,4.780193162,6.903327627,1
0.070969864,0.260723151,11.02324746,153.5654612,-119.902273,-119.902273,0.500452607,19.84485007,7.610290009,1
-0.082610382,-0.007003592,9.745161739,43.90766638,-42.61642403,-42.61642403,-0.151704901,3.862328195,7.580612296,1
0.001217231,0.453593157,15.67181401,75.11323476,-92.53153223,-92.53153223,-0.357001625,6.297997596,11.19120419,1
0.017684467,0.484337794,10.00810847,61.41944079,-40.16725681,-40.16725681,-0.192572523,5.414486503,7.442931976,1
0.019826153,0.169115245,11.0614492,35.44920087,-53.52688774,-53.52688774,-0.539355629,5.321888598,8.066698661,1
0.046608669,-0.025382445,31.56062225,197.1997774,-344.3993436,-344.3993436,-2.666753312,38.56323139,15.78648948,0
-0.053317621,-0.316649924,13.77058974,59.96336616,-55.91480636,-55.91480636,0.232048441,3.367846803,10.87601484,0
0.105102954,-0.065061057,13.16252383,49.79978256,-40.32358563,-40.32358563,0.138221601,2.954448629,10.5169946,0
-0.084653476,0.071883226,12.54528899,52.90810822,-45.22239233,-45.22239233,-0.047938741,3.065465601,9.973509986,0
-0.063017186,-0.041986703,10.57063259,39.40306116,-36.24811136,-36.24811136,-0.023746881,2.895091435,8.477136885,0
0.021236435,-0.179642151,11.86925712,40.75130881,-50.65859886,-50.65859886,-0.06156331,3.189647421,9.379720296,0
0.034200942,-0.140367217,15.66861924,69.7025487,-63.87785053,-63.87785053,0.02461748,3.860678306,12.07014039,0
0.023039522,0.161626733,12.83497481,45.76665228,-46.74968628,-46.74968628,0.005639682,2.895015982,10.32486059,0
-0.114808583,-0.135880094,13.22766819,46.25424129,-43.99892407,-43.99892407,0.023654559,2.85053817,10.65253432,0
-0.154747208,-0.563902075,14.02010685,48.68913157,-58.0130657,-58.0130657,0.098330213,3.063844266,11.20417863,0
0.244021607,0.198308131,13.28634001,54.03531217,-44.86259383,-44.86259383,0.058782941,2.972595601,10.62202063,0
0.189919575,-0.762626176,86.94212619,442.4577412,-307.8481669,-307.8481669,0.737814609,7.598633994,48.29148107,0
0.038624502,-0.057996345,12.7689677,60.87093102,-42.40209187,-42.40209187,0.096137151,3.138142836,10.2483669,0
-0.040273238,0.301628704,15.48243649,82.12286544,-130.6645301,-130.6645301,-1.337749704,12.21107692,11.03050458,0
0.013834505,0.061958824,12.37430439,42.78274724,-39.51804734,-39.51804734,0.072524145,2.79150479,10.0070446,0
0.05219394,0.209333746,11.79309588,37.35224422,-39.79841714,-39.79841714,-0.096427142,2.916938321,9.47629469,0
0.026924427,-0.107958857,12.92810595,47.40444439,-38.57652049,-38.57652049,0.079080808,2.870258512,10.37473379,0
-0.003888904,-0.026508682,14.4265178,55.82153897,-54.86997584,-54.86997584,0.086604256,3.542697478,11.24864381,0
0.033288432,0.010010785,11.61023077,89.31805505,-39.32635015,-39.32635015,0.204713046,4.276076175,9.199957191,0
-0.099278836,-0.342758727,12.63157096,38.07311379,-41.34205266,-41.34205266,0.030974411,2.770054281,10.19349504,0
0.122486589,0.591351022,15.17899466,48.84387685,-66.23370824,-66.23370824,-0.097560634,3.35208978,11.89830061,0
0.074396592,-0.107785046,11.73846725,47.74345627,-39.97767022,-39.97767022,0.108501434,3.313401191,9.225298395,0
-0.12647104,-0.29881083,12.35828845,53.39475008,-51.007764,-51.007764,0.123259927,4.173093944,9.547451116,0
0.050987253,-0.304231965,15.46381409,85.57675844,-61.54995562,-61.54995562,0.607408774,6.659593717,11.44902492,0
-0.053805717,-0.039197558,59.61645415,395.3275986,-396.2385008,-396.2385008,0.320754137,7.040690069,36.9724305,0
0.098617264,-0.009402426,9.322383834,33.86667653,-31.96552756,-31.96552756,-0.030500986,2.976755351,7.443036196,0
0.039482844,-0.225446684,11.68515173,37.02960404,-48.84689206,-48.84689206,0.021578063,2.792942997,9.477434605,0
-0.171521237,-0.252907504,13.57342712,38.98038575,-54.99322631,-54.99322631,-0.077194396,2.980663525,10.87335556,0
-0.019362237,-0.830026558,17.48776359,91.17572004,-61.24461588,-61.24461588,0.498595318,5.852489236,12.75023025,0
0.112259731,0.413252338,11.35222482,35.84795502,-36.8273475,-36.8273475,-0.092015449,2.775760366,9.135162601,0
-0.170101681,-0.860865786,20.06738111,102.2823802,-72.64108235,-72.64108235,0.536185742,5.155345496,15.13656809,0
0.283580143,0.760774761,19.3919487,177.1632032,-262.937398,-262.937398,-2.843677201,40.34617289,12.28667374,0
0.122271214,0.346902179,14.48718293,49.06389552,-56.60674249,-56.60674249,-0.002224229,2.9625852,11.59472157,0
-0.363469576,-1.517119779,22.8374503,118.3664348,-86.5114298,-86.5114298,0.539721348,6.122974745,16.76029749,0
-0.099559229,0.183928067,14.20229287,48.97480868,-67.0132523,-67.0132523,-0.303769254,3.994198525,11.0396401,0
0.095859017,-0.157081305,15.78388619,73.9072457,-67.16061594,-67.16061594,0.161809055,4.828217484,11.9166048,0
-0.001852459,0.040513644,19.50070181,78.70676498,-64.53605681,-64.53605681,0.143461553,4.080873572,14.37388112,0
-0.101486035,-0.24383108,15.72959042,61.90313756,-112.0656711,-112.0656711,-0.453126484,6.856419227,11.99590441,0
-0.162848929,-0.117044127,13.24390672,40.64711432,-44.66421752,-44.66421752,0.041933323,2.751527874,10.70856884,0
0.221067606,-0.20086819,32.22108027,231.2254133,-155.7179804,-155.7179804,1.544015356,19.88526921,17.59043398,0
-0.008102278,0.203613941,9.922006012,41.03872447,-45.81557322,-45.81557322,-0.036232707,3.447176546,7.829500983,0
-0.081209757,-0.025159629,11.56273123,46.67739315,-50.96081822,-50.96081822,-0.230922257,4.493687134,8.752760431,0
0.108428088,0.090164623,16.63674947,108.4911912,-102.7408961,-102.7408961,-0.299826962,5.846819096,12.39200922,0
-0.53603771,-1.161037747,53.53962689,342.4406769,-364.2362565,-364.2362565,-0.318150846,14.04435441,28.54742823,0
0.360223873,0.696767449,33.61773311,213.1913586,-156.2576173,-156.2576173,-0.136747958,11.13405809,18.25743895,0
0.285529658,0.334888191,7.815510613,25.79853104,-24.33297955,-24.33297955,-0.056129814,2.696877243,6.337927818,0
-0.222168384,-0.273757495,7.649552122,25.36630925,-23.77591579,-23.77591579,0.000458271,2.957048272,6.119640918,0
-0.018408257,0.233575274,15.21334983,45.04789626,-75.52445691,-75.52445691,-0.296016116,4.290922788,11.28353442,0
0.149147187,0.496823646,9.658825858,37.12113982,-50.52938281,-50.52938281,-0.210070395,3.554750795,7.555988982,0
-0.212292522,-0.243867944,8.014326957,28.25061781,-23.9301267,-23.9301267,0.005693105,2.8556751,6.442708313,0
0.170645433,0.110434755,9.798168117,40.16138531,-41.33287103,-41.33287103,0.110589728,3.779006894,7.595910124,0
0.04931039,0.049227969,20.72162828,255.5336168,-219.6146858,-219.6146858,-0.461498319,33.38550014,11.42396892,0
0.259685054,0.324610246,31.96740843,203.76131,-192.5880893,-192.5880893,-0.190979348,15.28579685,14.77772282,0
-0.388425358,0.185220311,18.95885344,124.9346822,-83.16312563,-83.16312563,0.041934271,12.35830944,11.72537795,0
0.540289779,-0.269850162,98.182323,768.6545717,-675.8093024,-675.8093024,-0.130997439,14.23734321,52.01493822,0
-0.607002506,-0.286860736,12.96382209,39.62972341,-66.15576744,-66.15576744,-0.659749651,5.436872142,9.536709607,0
0.368040795,0.305251407,10.47774612,44.48095388,-57.32194821,-57.32194821,-0.160417863,5.8736091,7.679311921,0
-0.324217683,-0.094827253,9.903708093,43.11905031,-48.80230392,-48.80230392,-0.192982769,3.839136057,7.647086028,0
0.005608998,-0.083849553,7.858640566,34.31578369,-28.66302324,-28.66302324,0.061162103,3.223676057,6.219216117,0
0.022080587,0.150593127,8.116226373,106.8770941,-38.51452909,-38.51452909,0.456859557,12.42763697,6.129437605,0
-0.038329264,-0.040900551,10.07101051,53.307659,-87.89959175,-87.89959175,-0.149338747,8.818382918,7.293575927,1
0.079956645,0.188591789,7.742344878,28.90330029,-26.1713879,-26.1713879,0.041380171,3.227157015,6.108480925,1
-0.098433059,0.440434153,10.76250101,43.15081895,-48.98780766,-48.98780766,-0.308036293,4.758535291,8.066133453,1
0.02275131,0.346111516,9.976955522,47.65241864,-42.52992047,-42.52992047,0.032306004,3.861937347,7.728357317,1
0.058163941,0.236156514,10.06582134,42.56546166,-37.50701644,-37.50701644,0.118062343,3.536184575,7.896399833,1
0.084534308,0.042348133,12.51473942,48.00084172,-43.73062466,-43.73062466,0.183073653,3.954350679,9.529719949,1
-0.071651242,1.523599592,24.50366633,127.1769147,-158.1131737,-158.1131737,-0.223512115,7.53238344,16.10775691,1
0.031598075,0.365260179,9.829145119,47.58396369,-34.20616332,-34.20616332,0.260257841,4.811802454,7.325977986,1
0.132436694,0.308933916,25.21652516,138.3365477,-112.8120722,-112.8120722,0.605344827,11.00194514,14.94638002,1
-0.051094148,0.060200877,8.58741956,55.2422028,-42.58407634,-42.58407634,0.194079089,6.118188604,6.543396474,1
-0.075594302,0.162093323,9.116476047,46.06668296,-40.68905892,-40.68905892,-0.17513566,5.310490485,6.85638288,1
-0.05059939,0.696442371,17.4611989,97.28518473,-120.6042696,-120.6042696,-0.47992436,8.953284444,11.62983367,1
0.03878096,-0.204010796,9.457038971,37.76869235,-41.09127047,-41.09127047,-0.021990331,4.246421777,7.134304542,1
-0.060820843,0.386015434,12.24084886,64.41332227,-75.17976578,-75.17976578,-0.173391492,5.892509459,9.024390586,1
-0.055500884,0.061579043,8.918790868,52.67665217,-32.9043386,-32.9043386,0.336890891,5.670262535,6.682016221,1
0.220644324,0.35576532,12.74984938,49.31277518,-41.016385,-41.016385,0.057233228,3.199459458,10.05011438,1
-0.042955745,0.170539142,10.11437451,61.41489014,-33.22146035,-33.22146035,0.300521568,5.310210405,7.58660053,1
0.104497996,-0.562239339,11.95500992,46.30009913,-37.37695929,-37.37695929,0.263131289,3.666984548,9.174889432,1
0.002945375,0.160860101,8.664661343,31.3375648,-45.25629085,-45.25629085,-0.106568587,3.807713197,6.624865638,1
0.441847499,0.490949679,14.12269417,61.82996642,-140.3241603,-140.3241603,-1.425956105,14.34339605,9.349761062,1
-0.47608055,-0.14064856,13.21163098,61.15422655,-54.83375396,-54.83375396,-0.127261433,4.63550086,9.567116866,1
0.012232221,0.053002391,10.16204402,38.53880255,-34.01456958,-34.01456958,0.026717086,3.437560982,7.961113502,1
0.071564302,0.224003319,10.33040827,49.39740089,-40.29672007,-40.29672007,0.07080572,3.982018189,7.985368444,1
-0.051261377,0.043743856,11.65499751,64.09160114,-37.06376701,-37.06376701,0.525034597,5.325102161,8.645338691,1
-0.048209093,0.17046952,14.57779257,56.20887755,-106.6279066,-106.6279066,-0.178108905,5.28486459,11.11653111,1
0.140215986,0.055972409,15.95749488,141.9547895,-155.2479694,-155.2479694,0.64652305,22.58253532,9.767392559,1
-0.09330156,0.104082783,14.28692157,85.10536826,-49.14172975,-49.14172975,0.655712816,7.383776421,10.05587383,1
-0.020065711,-0.131159564,13.33381119,63.06266624,-78.5708449,-78.5708449,-0.085431166,4.73601223,10.01947716,1
0.049604089,0.048714352,6.994870069,23.29791124,-23.33097783,-23.33097783,-0.016008859,3.035035936,5.540307477,1
0.040567282,0.384083505,15.81826395,67.38328063,-106.6233483,-106.6233483,-0.533361639,6.306267339,11.69935969,1
-0.00287022,-0.34892018,13.41839068,88.46099969,-61.08836452,-61.08836452,0.998961394,8.407271766,9.569764489,1
0.022241559,0.666453793,27.94849767,147.254926,-237.4633978,-237.4633978,-0.703176325,17.90846439,14.86797421,1
-0.037151274,-0.048296249,8.664113236,35.81729144,-37.16730937,-37.16730937,0.026166454,4.0074152,6.648856042,1
0.059741631,0.289469951,9.751149957,36.71555387,-42.95968131,-42.95968131,-0.106752625,3.544153473,7.64794035,1
-0.107060597,-0.08480744,8.582365161,35.71251397,-31.61561997,-31.61561997,0.037148328,3.260840795,6.753627373,1
0.012155914,0.473462398,15.12813014,91.58018825,-129.0314596,-129.0314596,-0.487206348,11.13731397,10.22023686,1
0.008617052,0.136628458,14.55781827,65.85770602,-94.68406607,-94.68406607,0.047547898,5.886540205,10.35008231,1
-0.096536531,-0.126912912,9.740767777,40.18397629,-33.625958,-33.625958,0.044913975,3.445538103,7.613329918,1
0.09160523,0.197813451,9.555728855,37.95882265,-36.66075605,-36.66075605,-0.085181139,3.445836723,7.499960425,1
-0.080763993,0.032537432,8.866536362,40.61927185,-31.44393857,-31.44393857,-0.047529579,3.490898491,6.94237973,1
-0.003791599,0.194574019,12.90455951,72.77447356,-89.64799927,-89.64799927,-0.153254935,8.825716551,8.97657571,1
0.188172662,0.462894543,9.676339194,38.57203555,-38.59142936,-38.59142936,-0.0613795,3.367989372,7.596313072,1
-0.021074837,0.074017925,9.131215834,35.09207067,-71.70300135,-71.70300135,-0.375481671,5.563430928,6.838001842,1
0.061988331,0.353806233,9.840050589,46.22602642,-49.94177806,-49.94177806,-0.32850004,5.914111173,7.143226752,1
-0.002070627,0.424554382,8.472177734,30.1647728,-47.62868528,-47.62868528,-0.53804778,4.782677446,6.556180744,1
0.120320391,0.25199098,12.8817469,110.6605377,-67.30278699,-67.30278699,0.425597328,9.744824019,8.842767699,1
-0.047016258,0.442344617,14.33717755,74.45406397,-100.7973281,-100.7973281,-0.787616735,7.626918759,10.04784281,1
-0.112771951,-0.120054808,7.893801908,29.45915746,-32.0537183,-32.0537183,-0.075185533,3.145374777,6.271025216,1
0.050603966,0.323389988,9.551598113,37.23798507,-81.63176484,-81.63176484,-0.52625934,6.031620633,7.282848396,1
-0.096996492,0.171329483,8.62476253,34.82041495,-35.96573632,-35.96573632,-0.099410845,3.629257754,6.704857485,1
0.380480215,-0.256260388,15.46497174,96.36876559,-56.51558719,-56.51558719,0.699281094,6.597222929,11.11588257,1
-0.351720078,0.113715064,40.84489833,207.0121383,-202.2242369,-202.2242369,-0.281511484,10.75294175,24.18903321,1
0.613057504,-0.836022989,21.55463236,98.7255128,-99.52366604,-99.52366604,0.076491778,4.834981754,16.124142,1
-0.560308188,1.136182217,15.24397235,62.96566983,-62.48687988,-62.48687988,-0.60714756,4.501497939,11.50000498,1
-0.067992495,-0.044726179,9.362386905,39.86194934,-75.10864075,-75.10864075,-0.30177136,4.976610354,7.146438446,1
0.090035048,0.291365207,12.38116931,157.286052,-99.48913416,-99.48913416,0.837638079,15.04523059,8.561090581,1
-0.036296092,0.090176488,9.588177027,53.87289772,-42.96491562,-42.96491562,0.117400542,4.914903726,7.387426761,1
0.008234287,0.463791672,17.11226873,95.69691762,-126.6030831,-126.6030831,-0.546337435,8.981564483,11.59155484,1
-0.033671926,0.18868338,10.81749968,64.19498053,-45.93749267,-45.93749267,-0.216116724,5.329201261,7.937781277,1
0.029977551,0.437877202,11.77714614,34.73109003,-53.40819119,-53.40819119,-0.526777245,4.595228415,8.872710309,1
-0.005479368,0.004685779,31.97118799,219.008888,-295.2987375,-295.2987375,-0.852572758,27.92298326,16.76253856,0
0.015891089,-0.35635985,13.25520395,54.61102636,-55.70941596,-55.70941596,0.181893118,3.366169718,10.4555346,0
0.019098191,-0.006356561,12.38039171,46.32031676,-41.50679339,-41.50679339,0.130914534,2.997721418,9.855157095,0
0.049624425,-0.353029481,12.429313,50.38083922,-43.90923978,-43.90923978,0.045634695,3.144718051,9.818232852,0
-0.109177269,-0.158252383,10.29966533,37.44218244,-33.54301745,-33.54301745,-0.013816746,2.933466247,8.233223938,0
0.075978534,0.1025001,11.65341176,41.97390938,-55.23929105,-55.23929105,-0.162231829,3.383761625,9.180895914,0
0.001927004,-0.221729662,14.50292498,84.93926786,-53.40490451,-53.40490451,0.226893777,4.335235859,11.083879,0
-0.007332403,0.101813055,11.6487892,37.85311641,-40.75221535,-40.75221535,-0.025648751,2.818608169,9.384238766,0
-0.066753119,-0.111969661,11.88501201,39.5174763,-41.0631109,-41.0631109,-0.02350168,2.858265467,9.570673201,0
-0.07267901,-0.2850979,12.58378726,45.61788425,-50.20717417,-50.20717417,0.061645014,3.022265953,10.03634701,0
0.123265695,0.080324347,12.45165389,51.47095099,-42.36506851,-42.36506851,0.02683303,3.003772872,9.935648093,0
0.099200379,-0.771729003,73.23780106,382.030487,-307.4748836,-307.4748836,0.626437132,7.511556954,42.39631701,0
0.008526535,0.038418916,10.99178886,52.94072102,-40.4191147,-40.4191147,0.094367695,3.367513082,8.746889359,0
0.003550183,0.279758123,14.92312459,116.1127068,-129.3151779,-129.3151779,-1.016275873,13.3164177,10.23017835,0
-0.083319722,-0.155399883,10.80313807,43.95663793,-33.0139955,-33.0139955,0.097861309,2.907478514,8.697068541,0
0.169537836,0.352741103,10.56123927,32.32567011,-39.78078341,-39.78078341,-0.151112245,2.958669638,8.464803385,0
-0.032901864,-0.209889407,11.60256184,46.57194086,-36.84180059,-36.84180059,0.078040288,3.018475503,9.248050583,0
-0.019715342,-0.218003501,12.82453603,53.16296698,-52.20391436,-52.20391436,0.091483627,3.797480799,9.913728941,0
-0.031909925,-0.130226931,9.462361756,47.55890727,-30.50679068,-30.50679068,0.118626642,3.164901208,7.544303096,0
0.022166847,-0.194097987,11.11724815,36.80214548,-36.78480351,-36.78480351,0.040877022,2.868933604,8.952047687,0
0.069968136,0.102942573,12.9923824,45.19486225,-42.84175795,-42.84175795,0.078275952,3.156404441,10.26343876,0
-0.029781456,-0.189284295,10.27519479,39.43914252,-37.50770252,-37.50770252,0.127837178,3.198696205,8.116558541,0
-0.05215004,-0.155733795,11.24423683,48.56703704,-42.53604982,-42.53604982,0.111737058,4.078956538,8.667895242,0
0.064604306,-0.208485634,15.27006355,93.89436984,-54.31309003,-54.31309003,0.95428695,8.585566869,11.00519126,0
-0.002495466,-0.100782238,52.67173462,430.4528803,-425.448718,-425.448718,0.442453391,11.95300375,29.89512746,0
-0.069147384,-0.098546243,8.310286498,27.99910661,-27.6639822,-27.6639822,-0.012078083,2.74696517,6.715873797,0
0.10554005,0.043688899,9.853271824,35.25010179,-43.28313232,-43.28313232,-0.091750117,3.077622137,7.897653515,0
-0.077346623,0.111610739,11.79361029,33.34901694,-54.68468532,-54.68468532,-0.257005672,3.433718143,9.290243755,0
-0.030608042,-0.676161013,15.70670854,77.47182295,-55.68762196,-55.68762196,0.336087246,5.356175969,11.59574297,0
0.041124844,0.128801381,8.854518498,28.69477227,-31.11716411,-31.11716411,0.005227162,2.77338858,7.14306675,0
-0.121150984,-0.546305511,17.26539239,90.2297707,-58.56194413,-58.56194413,0.557925536,5.316398717,12.85956739,0
0.135916829,-0.097741021,18.98269842,221.7066001,-254.4318439,-254.4318439,-2.080329993,44.26679624,11.24213825,0
0.064396838,0.109689405,12.238879,43.67357158,-51.98521649,-51.98521649,-1.87E-02,3.179911587,9.69875057,0
-0.123240354,-1.068540998,20.98611505,113.9863256,-79.89338198,-79.89338198,0.759525373,7.27439155,15.01662724,0
-0.217352348,0.32055581,13.72291871,41.5375161,-61.69905651,-61.69905651,-0.384741638,3.79892725,10.74679824,0
0.17001602,-0.272118585,15.01393758,71.75890426,-61.81982727,-61.81982727,0.307009108,4.945282174,11.29666252,0
-0.006934712,-0.05946336,12.23797186,42.67497052,-43.57878627,-43.57878627,0.030940552,3.207760686,9.514223626,0
-0.003728734,-0.491171701,12.94036062,54.21415617,-100.9309026,-100.9309026,-0.626552036,9.247403252,9.541983634,0
-0.062248965,-0.289788677,10.5554144,34.84502908,-39.76639975,-39.76639975,-0.000577941,2.963660274,8.450529533,0
